"","EHELV_gene_ID","merged_gene_name"
"212","EHELV_G00008589","NOMO1"
"213","EHELV_G00009391","NSFL1C"
"214","EHELV_G00009236","OAS3"
"215","EHELV_G00021141","Oasl2"
"216","EHELV_G00015849","OXSM"
"217","EHELV_G00025608","PAG1"
"218","EHELV_G00011891","PAN2"
"219","EHELV_G00009860","PAPOLA"
"220","EHELV_G00007921","PARP8"
"221","EHELV_G00029590","PCYOX1"
"222","EHELV_G00021575","Pdhx"
"223","EHELV_G00034904","PEAR1"
"224","EHELV_G00012141","PELP1"
"225","EHELV_G00016048","PIGA"
"226","EHELV_G00013791","PIGB"
"227","EHELV_G00022320","Pigx"
"228","EHELV_G00001683","PLEK"
"229","EHELV_G00029130","Plekhf2"
"230","EHELV_G00033449","Plscr1"
"231","EHELV_G00027105","PLSCR2"
"232","EHELV_G00006336","PLXNC1"
"233","EHELV_G00029771","PNPT1"
"234","EHELV_G00007887","Pnrc1"
"235","EHELV_G00006146","PPIL1"
"236","EHELV_G00027707","PPP2CA"
"237","EHELV_G00021934","PPP4R1"
"238","EHELV_G00029770","Ppp4r3b"
"239","EHELV_G00026694","PRICKLE3"
"240","EHELV_G00029750","PROSER1"
"241","EHELV_G00029759","PRPF4B"
"242","EHELV_G00016880","Prr14"
"243","EHELV_G00008600","PSMB10"
"244","EHELV_G00012135","PSMB6"
"245","EHELV_G00023305","PSMD6"
"246","EHELV_G00028673","PTCD3"
"247","EHELV_G00029358","PTEN"
"248","EHELV_G00019664","PTPN23"
"249","EHELV_G00026136","PUS1"
"250","EHELV_G00012647","QKI"
"251","EHELV_G00013512","RAB11FIP2"
"252","EHELV_G00011294","RAB21"
"253","EHELV_G00024871","RAB22A"
"254","EHELV_G00026458","RABEP1"
"255","EHELV_G00024672","RABGEF1"
"256","EHELV_G00021935","RALBP1"
"257","EHELV_G00024401","Ralgapa2"
"258","EHELV_G00004269","RARA"
"259","EHELV_G00020960","RBAK"
"260","EHELV_G00032214","RBM41"
"261","EHELV_G00015758","RHPN2"
"262","EHELV_G00011150","RIF1"
"263","EHELV_G00027645","RNASE6"
"264","EHELV_G00032234","RP2"
"265","EHELV_G00009239","Rph3a"
"266","EHELV_G00028158","RPS12"
"267","EHELV_G00007885","RPS4"
"268","EHELV_G00016556","RPUSD2"
"269","EHELV_G00014176","RSAD2"
"270","EHELV_G00006657","RSBN1"
"271","EHELV_G00013794","RSL24D1"
"272","EHELV_G00009952","SAMD9L"
"273","EHELV_G00017876","SAMHD1"
"274","EHELV_G00030833","SASH3"
"275","EHELV_G00019495","Sdhaf1"
"276","EHELV_G00022325","SENP5"
"277","EHELV_G00015445","SERPINI1"
"278","EHELV_G00025082","SF1"
"279","EHELV_G00014362","Sf3b4"
"280","EHELV_G00021394","SHCBP1"
"281","EHELV_G00001435","SIGLEC1"
"282","EHELV_G00000191","SLC15A2"
"283","EHELV_G00001753","SLC16A2"
"284","EHELV_G00003548","SLC25A3"
"285","EHELV_G00026646","SLC38A10"
"286","EHELV_G00000569","SLC38A9"
"287","EHELV_G00015006","SLC41A1"
"288","EHELV_G00001153","SMAD4"
"289","EHELV_G00003213","SMARCA2"
"290","EHELV_G00004262","Smarce1"
"291","EHELV_G00029012","Smc1a"
"292","EHELV_G00031883","SMCHD1"
"293","EHELV_G00002450","SNF8"
"294","EHELV_G00009690","SNN"
"295","EHELV_G00008311","SNRNP200"
"296","EHELV_G00024921","SP140L"
"297","EHELV_G00001431","SPEF1"
"298","EHELV_G00016878","SRCAP"
"299","EHELV_G00006966","SRI"
"300","EHELV_G00013618","SRSF11"
"301","EHELV_G00024531","Stag1"
"302","EHELV_G00014659","STARD5"
"303","EHELV_G00000111","STAT1"
"304","EHELV_G00011893","STAT2"
"305","EHELV_G00006964","STEAP4"
"306","EHELV_G00033901","Stk26"
"307","EHELV_G00013061","STK38L"
"308","EHELV_G00015375","STXBP3"
"309","EHELV_G00023294","SUB1"
"310","EHELV_G00028095","SUV39H1"
"311","EHELV_G00010089","SYNCRIP"
"312","EHELV_G00022491","SYNGR2"
"313","EHELV_G00032034","TAF9B"
"314","EHELV_G00007953","Tapt1"
"315","EHELV_G00013080","TARSL2"
"316","EHELV_G00008046","TBL1XR1"
"317","EHELV_G00021757","TCAIM"
"318","EHELV_G00023281","TDRD7"
"319","EHELV_G00024884","TEX9"
"320","EHELV_G00008145","TGOLN2"
"321","EHELV_G00032580","THAP9"
"322","EHELV_G00000855","TIAL1"
"323","EHELV_G00011894","TIMELESS"
"324","EHELV_G00013077","TM2D3"
"325","EHELV_G00002169","TMEM106C"
"326","EHELV_G00024377","TMEM156"
"327","EHELV_G00008287","TMEM184B"
"328","EHELV_G00024670","TMEM248"
"329","EHELV_G00016877","TMEM265"
"330","EHELV_G00014896","TMEM65"
"331","EHELV_G00023514","TMEM71"
"332","EHELV_G00019078","TMX1"
"333","EHELV_G00021845","TNFSF10"
"334","EHELV_G00022544","TNKS"
"335","EHELV_G00004267","TOP2A"
"336","EHELV_G00003509","TRAIP"
"337","EHELV_G00008252","TRANK1"
"338","EHELV_G00023909","Trim23"
"339","EHELV_G00018561","TRIM25"
"340","EHELV_G00033244","TRIM34"
"341","EHELV_G00030948","TRIM68"
"342","EHELV_G00014897","TRMT12"
"343","EHELV_G00009358","TSPYL4"
"344","EHELV_G00029308","TTC38"
"345","EHELV_G00008166","TTLL1"
"346","EHELV_G00027884","TVP23B"
"347","EHELV_G00006538","UBA2"
"348","EHELV_G00034959","UBA7"
"349","EHELV_G00003508","UBA7"
"350","EHELV_G00003507","UBA7"
"351","EHELV_G00006893","UBE2E2"
"352","EHELV_G00019435","UBE2L6"
"353","EHELV_G00008186","UBN1"
"354","EHELV_G00031537","UBQLN2"
"355","EHELV_G00031536","UBQLN2"
"356","EHELV_G00027708","UBXN8"
"357","EHELV_G00026135","ULK1"
"358","EHELV_G00024881","USP15"
"359","EHELV_G00019305","USP18"
"360","EHELV_G00020086","USP36"
"361","EHELV_G00000875","USP48"
"362","EHELV_G00016557","VAMP2"
"363","EHELV_G00010182","VAMP7"
"364","EHELV_G00015022","VAPA"
"365","EHELV_G00016969","VPS13A"
"366","EHELV_G00028097","WAS"
"367","EHELV_G00004149","WDFY3"
"368","EHELV_G00029721","WDR13"
"369","EHELV_G00004271","Wipf2"
"370","EHELV_G00015574","WWP2"
"371","EHELV_G00015575","WWP2"
"372","EHELV_G00012533","XAF1"
"373","EHELV_G00004698","XPO6"
"374","EHELV_G00024389","XRN1"
"375","EHELV_G00024387","XRN1"
"376","EHELV_G00027402","XRRA1"
"377","EHELV_G00008592","XYLT1"
"378","EHELV_G00012028","YAE1"
"379","EHELV_G00009847","YIPF6"
"380","EHELV_G00012961","Ythdc2"
"381","EHELV_G00021461","ZBP1"
"382","EHELV_G00012138","Zmynd15"
"383","EHELV_G00027521","ZNF229"
"384","EHELV_G00021079","ZNF259"
"385","EHELV_G00019630","Znf281"
"386","EHELV_G00011514","ZNF292"
"387","EHELV_G00007614","Znrf2"
